question,product_description,image_url,label
Please can you tell me if this is a plastic or wooden unit? Thanks.,Gedy 3 Door Mirror Bathroom Cabinet - White Gloss,https://www.amazon.co.uk/ask/questions/Tx3SN7MZPFT2KA7,0
Is this flat pack?,Gedy 3 Door Mirror Bathroom Cabinet - White Gloss,https://www.amazon.co.uk/ask/questions/Tx1YKRJO7AEHWOH,0
Does anyone know if you can Cooke boiled eggs in the rice dish?,Russell Hobbs 21140 3-Tier Food Steamer 800 W 9 Litre White,https://www.amazon.co.uk/ask/questions/Tx3OKQA596WPAQV,0
What is the warranty on this ?,Russell Hobbs 21140 3-Tier Food Steamer 800 W 9 Litre White,https://www.amazon.co.uk/ask/questions/Tx107S6PU3WIJ4S,0
Please tell me what the height of it?,Russell Hobbs 21140 3-Tier Food Steamer 800 W 9 Litre White,https://www.amazon.co.uk/ask/questions/Tx2B4RF2L4NSTKM,0
Is this item considerably time saving when cooking and doing dishes?,Russell Hobbs 21140 3-Tier Food Steamer 800 W 9 Litre White,https://www.amazon.co.uk/ask/questions/Tx1VS9E9C1007TA,0
do the baskets fit inside each other for storing,Russell Hobbs 21140 3-Tier Food Steamer 800 W 9 Litre White,https://www.amazon.co.uk/ask/questions/Tx3TK2NX3EANF6N,0
Is this throw machine washable?,"EHC Indian Classic Rib Cotton Throw Sofa Bed Throw Bedspread - 250cm x 380cm100"" x 150"" Inches Fits 4 or 5 Seater Sofa or Super King Size Bed (Included 2 x Cushion Cover 45cm x 45cm)Choclate",https://www.amazon.co.uk/ask/questions/Tx1GBOL059BSZMG,0
"Can this camera record when the car is parked and left overnight I have a ""delightful"" neighbour who reverses into my car every morning and hits it!","E-PRANCE® New 1080P Novatek CPU 1.5"" Car DVR Driving Recorder",https://www.amazon.co.uk/ask/questions/TxRI90R4QI8JWX,0
How do you fit this item in the car?,"E-PRANCE® New 1080P Novatek CPU 1.5"" Car DVR Driving Recorder",https://www.amazon.co.uk/ask/questions/Tx3R9068S2LZNEV,0
Are these organic?,Naturacereal Premium Chia Seeds – proven quality in Germany (1 x 1 Kg,https://www.amazon.co.uk/ask/questions/Tx2I62TQLY2MPJJ,0
Does 'samen' mean anything? Are they different from the other naturacereal pack labelled chia?,Naturacereal Premium Chia Seeds – proven quality in Germany (1 x 1 Kg,https://www.amazon.co.uk/ask/questions/Tx15CNSDAGZEQYL,0
what is height of these saucepans (without lids)?,Raymond Blanc 5-Piece Hard Anodised Pan Set Black,https://www.amazon.co.uk/ask/questions/Tx3BRALCMN16NPH,0
how do  i know if this is compatable with my sony vaio laptop dont really know much about the graphic cards?,Sapphire Radeon R7 250 2GB DDR3 Graphics Card,https://www.amazon.co.uk/ask/questions/Tx338GE7C5YL5QD,0
Are the product dimensions internal measurements or external?,Russell Hobbs RHTTLF1 43L Table Top A+ Energy Rating Fridge White,https://www.amazon.co.uk/ask/questions/Tx3AXUXZGLWGP08,0
Would it be ok for one person,Russell Hobbs RHTTFZ1 32L Table Top A+ Energy Rating Freezer White,https://www.amazon.co.uk/ask/questions/Tx2SXQRGMWU2Q8W,0
What should I get for 2 year old,Stompeez Disney Minnie Mouse Small,https://www.amazon.co.uk/ask/questions/Tx2BZZVROBHY6FM,0
wattage and highest temps?,Russell Hobbs RHTTFZ1B 32L Table Top A+ Energy Rating Freezer Black,https://www.amazon.co.uk/ask/questions/Tx3BJP9ACOJIMFY,0
Is it big enough for a whole turkey,Andrew James Slow Cooker Large 8 Litres | Tempered Glass Lid & Removable Ceramic Bowl | Ideal for Making up to 25 Portions of Slow Cooker Recipes | 3 Temperature Settings | 380W | Black,https://www.amazon.co.uk/ask/questions/Tx1LOVGUZJPRHIA,0
what is the working capacity of the slow cooker its listed as 8litres?,Andrew James Slow Cooker Large 8 Litres | Tempered Glass Lid & Removable Ceramic Bowl | Ideal for Making up to 25 Portions of Slow Cooker Recipes | 3 Temperature Settings | 380W | Black,https://www.amazon.co.uk/ask/questions/Tx2C99MJLNOTZRU,0
Would either the medium or large sizes fit a canon 80d with attached 18-135mm lens and lens hood?,Manfrotto Large Advanced Camera Holster,https://www.amazon.co.uk/ask/questions/Tx1MA774QGT71W2,0
How is this back for multi-purpose use?  Example if i wanted to carry say a 15in laptop 2 a4 sized notepads some camera equipment and a jacket,Manfrotto Medium Advanced Tri Camera Backpack,https://www.amazon.co.uk/ask/questions/Tx1EKYB6MIVYNX2,0
how many pairs of shoes does it store roughly,Tetbury White Storage Bench with Cushion. Solidly built hallway bench with 2 storage baskets and cushion seat. FULLY ASSEMBLED,https://www.amazon.co.uk/ask/questions/Tx9ZVLRWAQ7H8B,0
Can this be made portable? can it use the wifi generated by a huawei or similar portable router?,SONOS PLAY:1 Smart Wireless Speaker White,https://www.amazon.co.uk/ask/questions/Tx24RNXSNDU0W54,0
Playing music from itunes,SONOS PLAY:1 Smart Wireless Speaker White,https://www.amazon.co.uk/ask/questions/TxHNHOSVMX0U84,0
How long is the supplied power cable,SONOS PLAY:1 Smart Wireless Speaker White,https://www.amazon.co.uk/ask/questions/Tx37AL5Y4XRODR7,0
Can this speaker run on batteries or must it be used with power lead/cord only?,SONOS PLAY:1 Smart Wireless Speaker White,https://www.amazon.co.uk/ask/questions/Tx1XEDLBFYLMXVR,0
Does the sonas app only work with iphones or can it work with android phones also?,SONOS PLAY:1 Smart Wireless Speaker White,https://www.amazon.co.uk/ask/questions/TxMYFUMPV7ANHB,0
I have bought my son a roberts turntable for christmas wanted to know will sonos play:1 be a suitable speaker for it?,SONOS PLAY:1 Smart Wireless Speaker White,https://www.amazon.co.uk/ask/questions/Tx36JK7O1C3IE78,0
Is this compatible with an audio system via bluetooth,SONOS PLAY:1 Smart Wireless Speaker Black,https://www.amazon.co.uk/ask/questions/TxUNCPHMAIJZJ4,0
I plan to place the speaker in a room which does not receive a reliable WIFI signal from our router will it still work?,SONOS PLAY:1 Smart Wireless Speaker Black,https://www.amazon.co.uk/ask/questions/Tx35C3MPM9WLVJC,0
I would like to put these in 5 holiday cottages that are all next to one another and share the same route would Sonos 1 be any good?,SONOS PLAY:1 Smart Wireless Speaker Black,https://www.amazon.co.uk/ask/questions/Tx2CPN0G9L4JWOE,0
I currently use my Play:5 with Aux (Line in) from my tv as well as for wireless music. Will the Play:1 be able to link to the Play:5 for tv sound?,SONOS PLAY:1 Smart Wireless Speaker Black,https://www.amazon.co.uk/ask/questions/TxH299CY31LFW3,0
Does this work with Alexa Multiroom music?,SONOS PLAY:1 Smart Wireless Speaker Black,https://www.amazon.co.uk/ask/questions/TxI900GE70IMSZ,0
What warranty does this come with?,SONOS PLAY:1 Smart Wireless Speaker Black,https://www.amazon.co.uk/ask/questions/Tx1TMXDYDDJMR30,0
In the product photo it shows a line in / jack port what is it for?,SONOS PLAY:1 Smart Wireless Speaker Black,https://www.amazon.co.uk/ask/questions/Tx1NLPLK1WG9AD8,0
Does this need to be plugged in,SONOS PLAY:1 Smart Wireless Speaker Black,https://www.amazon.co.uk/ask/questions/TxT0YIYP20VBY2,0
can you use headphones/earbuds with this speaker?,SONOS PLAY:1 Smart Wireless Speaker Black,https://www.amazon.co.uk/ask/questions/Tx38MDOF6WJ97IA,0
Do i really need an ethernet cable to change my router password?. It would mean a 40 metre cable 😢,SONOS PLAY:1 Smart Wireless Speaker Black,https://www.amazon.co.uk/ask/questions/Tx2FGGX8TDRC6I9,0
can i have ten of these in my house?,SONOS PLAY:1 Smart Wireless Speaker Black,https://www.amazon.co.uk/ask/questions/Tx2E536BUVW2W29,0
to pair a sonos play one to a sonos play 5 do you need a bridge,SONOS PLAY:1 Smart Wireless Speaker Black,https://www.amazon.co.uk/ask/questions/Tx106FG8CKTH57A,0
can you have the fire on without the lights,Electric Fireplace Fire Surround Living Room Floor Standing LED Lights MDF Inset,https://www.amazon.co.uk/ask/questions/Tx8GUZJAOIUXLF,0
is it flat packed?,Electric Fireplace Fire Surround Living Room Floor Standing LED Lights MDF Inset,https://www.amazon.co.uk/ask/questions/Tx1Y0VJN0E2VBNC,0
"Will this be suitable to carry my 16"" laptop plus some clothes? It's a beefy laptop and quite heavy",5 Cities Lightweight Hand Luggage Cabin Sized Sports Duffel Holdall,https://www.amazon.co.uk/ask/questions/Tx39QYNGB5MV1I7,0
Hi does this have a timer and what batteries does it take?,Tri Flora - 100cm Outdoor PVC Rattan Grey Christmas Reindeer Figure - Battery Operated,https://www.amazon.co.uk/ask/questions/TxRN1O1LJPIAD0,0
Will they fit ghd iv regular size?,Black Heat Guard Protector for Hair Straighteners fits GHD Cloud 9 She FHI,https://www.amazon.co.uk/ask/questions/Tx312CE42AOD48O,0
How many custom points can be set?,Garmin Approach S4 Touchscreen GPS Golf Watch - Black,https://www.amazon.co.uk/ask/questions/Tx1Y9612GNILWZL,0
Can you defiantly just use a universal USB adapter plug to charge the watch in the mains?,Garmin Approach S4 Touchscreen GPS Golf Watch - Black,https://www.amazon.co.uk/ask/questions/Tx39F15UA73HJWO,0
Could you send me a sample?,Holden Decor Wallpaper Tiling Oblong Granite Black 89191 Full Roll,https://www.amazon.co.uk/ask/questions/Tx3LT6OU59543PH,0
Does this fit the 30 pin Classic 6th generation iPod or do I need an adaptor for a lightening dock?,AZATOM® iWake version 2 - Radio Alarm Docking station for iPods & iPhones - Superb Sound Quality from High Quality Speakers - Designed and Developed in the UK - High Quality Aluminium and Matte Black Finish - Perfect home companion,https://www.amazon.co.uk/ask/questions/Tx29SK0SWIGZNE2,0
I am not sure what generation ipod i have it is very old and has a very wide connector. Will this radio accomodate this. Xxx,AZATOM® iWake version 2 - Radio Alarm Docking station for iPods & iPhones - Superb Sound Quality from High Quality Speakers - Designed and Developed in the UK - High Quality Aluminium and Matte Black Finish - Perfect home companion,https://www.amazon.co.uk/ask/questions/Tx2K0UZTXJIN5PU,0
Does it work with Ipad air 2,WD 3 TB My Cloud Personal Cloud Storage,https://www.amazon.co.uk/ask/questions/Tx1H8X9WG5JQP86,0
Does this already include a 4tb hdd?    can it be upgraded/more added prefer ssd drives.    thanks,WD 4 TB My Cloud Personal Cloud Storage,https://www.amazon.co.uk/ask/questions/Tx9MW1ODI8O59L,0
Hi will this devices storage appear as a windows smb share e.g. \\MyCloud\Files to my PC if it is connected into the same wireless router as the PC,WD 4 TB My Cloud Personal Cloud Storage,https://www.amazon.co.uk/ask/questions/Tx3E7ZIR3ONE3AR,0
Is it ok to power on 24/7 ?,WD 4 TB My Cloud Personal Cloud Storage,https://www.amazon.co.uk/ask/questions/Tx1UZMWFLRZAYLC,0
Can this be setup to upload new files from a phone? Say I get home from work with new pictures will this take them off and upload?,WD 4 TB My Cloud Personal Cloud Storage,https://www.amazon.co.uk/ask/questions/Tx26F3KEW5DBETT,0
Is there suppose to be a USB cable in the box?,WD 4 TB My Cloud Personal Cloud Storage,https://www.amazon.co.uk/ask/questions/Tx3PEBWSDBHIKFT,0
I currently use a macbook pro to stream films and tv series to plex. can the wd cloud replace my macbook so i don't need to have it on all the time?,WD 2 TB My Cloud Personal Cloud Storage,https://www.amazon.co.uk/ask/questions/TxK205RJ3C9YYY,0
Apologies if this has already been asked :  Does this connect to the router via ethernet cable and can I then  access the drive via wifi to the laptop,WD 2 TB My Cloud Personal Cloud Storage,https://www.amazon.co.uk/ask/questions/Tx3D2YVGYEZH4AO,0
What is the Watt output of the speakers? And how far is the bluetooth range? Thanks,House of Marley Get Together Portable Bluetooth Speaker - Wireless Connect Your Device Room Filling Sound 3.5mm Aux-In 10 Hrs Play Time Battery Life Stream from iPhone iPad Samsung & More – Grey,https://www.amazon.co.uk/ask/questions/Tx3BQEX4P2NM18O,0
Hi.Will this work on an I Pad air 1 ?,iPad Fast Charger 2.1 amp High Quality Light Weight USB Mains Charger (Single),https://www.amazon.co.uk/ask/questions/Tx2NPU4AGQWT6PE,0
Are there any jumper knitting patters for this faux fur wool,James C Brett - Faux Fur - 002 Grey & Silver,https://www.amazon.co.uk/ask/questions/Tx1AOR75KBZSNA3,0
Can this be mounted?,Dell E2214H 21.5 inch Widescreen LED Backlit TN LCD Monitor,https://www.amazon.co.uk/ask/questions/Tx3TI2896NUTHQG,0
Is it compatible with imac,Seagate 1 TB Backup Plus Slim USB 3.0 Portable 2.5 Inch External Hard Drive for PC and Mac with 2 Months Free Adobe Creative Cloud Photography Plan - Silver,https://www.amazon.co.uk/ask/questions/Tx37SVEST9NC5MH,0
Dvr compatible,Seagate 1 TB Backup Plus Slim USB 3.0 Portable 2.5 Inch External Hard Drive for PC and Mac with 2 Months Free Adobe Creative Cloud Photography Plan - Silver,https://www.amazon.co.uk/ask/questions/Tx2ZWTDZ6QWDK3A,0
Can you password protect hard drive?,Seagate 1 TB Backup Plus Slim USB 3.0 Portable 2.5 Inch External Hard Drive for PC and Mac with 2 Months Free Adobe Creative Cloud Photography Plan - Silver,https://www.amazon.co.uk/ask/questions/Tx1G58RCAWCXR2Z,0
Is it compatible with macbook pro with touch bar 2018?,Seagate 1 TB Backup Plus Slim USB 3.0 Portable 2.5 Inch External Hard Drive for PC and Mac with 2 Months Free Adobe Creative Cloud Photography Plan - Red (STDR1000203),https://www.amazon.co.uk/ask/questions/Tx3VDF7E2CB9FDU,0
Does the calf stretch? I have large calves from horse riding. Thank you.,Muck Boots Reign Tall Women Warm Lining Riding Boots Black (Black/Hot Pink) 7 UK (41 EU),https://www.amazon.co.uk/ask/questions/Tx2OMJGMCF1VDS2,0
is that suitable for jack russels. He is a terrible gobbler.,Outward Hound Kyjen 51001 Fun Feeder Slow Feed Interactive Bloat Stop Dog Bowl Large Orange,https://www.amazon.co.uk/ask/questions/Tx1YKTUM4ZC9OI1,0
Which way should it float bubble wrap on top?,Bestway BW58241 10 feet Steel Pro Frame Solar Swimming Pool Cover,https://www.amazon.co.uk/ask/questions/Tx3670HJ4UEJXC3,0
Hi is this a pool,Bestway BW58241 10 feet Steel Pro Frame Solar Swimming Pool Cover,https://www.amazon.co.uk/ask/questions/Tx1MEWEICVQMEIS,0
How often do you have to change filter?,Bestway 58094 Pool Filter Cartridge - Size 2 Blue,https://www.amazon.co.uk/ask/questions/Tx3BC02O49BRACU,0
Is it water resistant?,Sumvision LED 3 Colour Backlit USB Keyboard - Multimedia Blue Red Green,https://www.amazon.co.uk/ask/questions/Tx1HDBHZ40RJ2YP,0
does it work with Imac,Sumvision LED 3 Colour Backlit USB Keyboard - Multimedia Blue Red Green,https://www.amazon.co.uk/ask/questions/Tx2PTZYJCWAMXXH,0
Does it acutely have an option to light up green? as from the pictures I cannot see that anywhere but the title. Thanks,Sumvision LED 3 Colour Backlit USB Keyboard - Multimedia Blue Red Green,https://www.amazon.co.uk/ask/questions/Tx3CIFC74LOCEVU,0
How is this delivered,Dom Perignon 2009 Vintage Champagne Gift Box 75 cl,https://www.amazon.co.uk/ask/questions/Tx3PDFMNXSXF2L1,0
Does it come with a power cable or will I need to buy one separately?,ADMI Gaming PC: FX-8350 4.2GHz RX 580 8GB 1TB HDD 8GB DDR3 DVDRW SPEC-03 Case Windows 10,https://www.amazon.co.uk/ask/questions/TxO7SQ1SQNTJGR,0
I have a Samsung Galaxy  Tab 3 7in the regular one not the Kids. Will it fit in this kit.,Samsung Tough Grip Case Cover Kit with C-Pen Stylus for Samsung Galaxy 7.0 inch Tab 3 Kids - Mint Green/Yellow,https://www.amazon.co.uk/ask/questions/Tx5Q1WGLWTMQG3,0
Does you tube work well on this?,Prontotec 7 Inch Capacitive Touch Screen Tablet PcCortex A8 Dual Core 1.2 Ghz Android 4.2.2 4GB Ddr3 512MB Ram Dual Camera Wi-fi G-sensor (Blue),https://www.amazon.co.uk/ask/questions/Tx27I9VE9121TO2,0
I got a 8gb SD card but i cannot move Apps to it is this possible? I'm not talking about the internal storage that is already seen as SD.,Prontotec 7 Inch Capacitive Touch Screen Tablet PcCortex A8 Dual Core 1.2 Ghz Android 4.2.2 4GB Ddr3 512MB Ram Dual Camera Wi-fi G-sensor (White),https://www.amazon.co.uk/ask/questions/Tx1WNBL0XT9G7IP,0
will the large fit my german shepherd 44kgs  or will I have to get an extra large?,HDP Big Dog Soft No Pull Harness Size:Large Color:Red,https://www.amazon.co.uk/ask/questions/Tx1OD6EYG3ZGD23,0
Hard of hearing and would like to know the watts output?,Bose ® SoundDock ® Series III Digital Music System - Blue,https://www.amazon.co.uk/ask/questions/Tx1KT18GQ3QNZ8F,0
does it work with Kindle fire?,Bose ® SoundDock ® Series III Digital Music System - Blue,https://www.amazon.co.uk/ask/questions/Tx3QP2E959055KD,0
Which product do you recommend for sit bone/ischial tuberosis pain?,Cushina BEST MEMORY FOAM CUSHION FOR ANY SEAT - Premium Orthopedic Coccyx Cushion - Helps Relieve Lower Back Tailbone Pain And Sciatica - Medically Proven Lumbar Support - Portable Ergonomic Chair Seat Pad for Indoor Outdoor Home and Office Computer Couch Driving Auto Seat Wheelchair Stadium and More. *Lifetime Guarantee*. Best Selling eBook Included With Every Order.,https://www.amazon.co.uk/ask/questions/Tx3K8FQHC9CAWJG,0
i would love to get one of your smart watches but my trouble is my wrists are quite big so i need a 25mm watch strap is it possible to have one fitted,Samsung Galaxy Gear SM-V700 Bluetooth Smart Watch with 1.63-inch sAMOLED Display Compatible with Samsung Galaxy Smartphones and Tablets - Jet Black,https://www.amazon.co.uk/ask/questions/TxXCGYFWQHHBK5,0
Can't down load gear app on s3 mini why?,Samsung Galaxy Gear SM-V700 Bluetooth Smart Watch with 1.63-inch sAMOLED Display Compatible with Samsung Galaxy Smartphones and Tablets - Jet Black,https://www.amazon.co.uk/ask/questions/Tx3S70BVUMDFV2A,0
I'm thinking of purchasing a new IPhone 5S what case sizes would be recommended/available. And which of those provide the best charging experience?,Kinps®detachable External Rechargeable Spare Backup Extended Battery Charger Pack Case Cover -With Stand (Ios 7 Compatible) for Iphone5/5c/5s,https://www.amazon.co.uk/ask/questions/Tx314PTJG3DNV57,0
Can the foam be washed?,NRS Boneyparts Sero Pressure Comfort Cushion with Washable Cover,https://www.amazon.co.uk/ask/questions/Tx381UK8B36BH5F,0
is it worth buying,Venice Faux Leather Sofa Suite Sette Sofabed with Chrome Feet,https://www.amazon.co.uk/ask/questions/Tx3AEPQS3ATVTC4,0
Do the back wheels pop off when folded so it fits into a smaller space?,Hauck Lacrosse Shop'N Drive Travel System Stone,https://www.amazon.co.uk/ask/questions/Tx1S1QPPK5FCC9C,0
Does this cream have any SPF?,St Ives Collagen Elastin Face Moisturizer Timeless Skin 10 oz. Jar (3-Pack),https://www.amazon.co.uk/ask/questions/Tx2HIFOIF3UPI5D,0
Does this cable come supplied with plugs already fitted or is this just a 30m cable that you have to connect/crimp your own plugs?,Duronic BK 30m Network Cable CAT6a Ethernet LAN Patch Cat 6 A RJ45 Wire Gigabit FTP Gold Headed Shielded - High Speed 600MHz Premium Quality | Modem | Router | Blackuality CAT6a | Patch | Ethernet | Modem | Router |,https://www.amazon.co.uk/ask/questions/Tx2LEH5Q3EMR51O,0
Are these suitable for external use (to cctv camera)?,Duronic WE 5m Network Cable CAT6a Ethernet LAN Patch Cat 6 A RJ45 Wire Gigabit FTP Gold Headed Shielded - High Speed 600MHz Premium Quality | Modem | Router | White,https://www.amazon.co.uk/ask/questions/TxAS6UPWX67TFM,0
Will this support 2 monitors (dual screen extend)? by using the hdmi for one monitor and the vga port for the other?,Asus -VGA Radeon R7250 1 GB Radeon R7 250 1GB GDDR5 128 Bit Graphics Card,https://www.amazon.co.uk/ask/questions/Tx37QJ4WEXAKM2W,0
I do lots of wall chasing sanding down plaster so the air gets very dusty.I struggle to find a dust extractor to clear air. Can this do the job?,Festool CTL MINI GB Cleantec Mobile Dust Extractor 240 V,https://www.amazon.co.uk/ask/questions/Tx2W1L430JLS3RX,0
What are the dimensions for these speakers?,Logitech Z200 Multimedia Speakers/PC Speakers - Midnight Black,https://www.amazon.co.uk/ask/questions/Tx2HMUU01NRQIGN,0
I am looking for speakers with clear volume when showing a film to up to 12 people via projector connected to my laptop. Will these be good?,Logitech Z200 Multimedia Speakers/PC Speakers - Midnight Black,https://www.amazon.co.uk/ask/questions/Tx1LEDCN89RUPLL,0
can I switch  the position of left and right  speakers?,Logitech Z200 Multimedia Speakers/PC Speakers - Midnight Black,https://www.amazon.co.uk/ask/questions/Tx34SKA5GAZ61N4,0
Do I need a a seperate cable to connect the speakers to the headphone socket on my pc or does it come ready to plug in?,Logitech Z200 Multimedia Speakers/PC Speakers - Midnight Black,https://www.amazon.co.uk/ask/questions/Tx1FY1ASNXBPTR1,0
Do these work ok/well lying on their sides? I have used X140 sideways and they work ok with stable positioning and no booming,Logitech Z200 Multimedia Speakers/PC Speakers - Midnight Black,https://www.amazon.co.uk/ask/questions/Tx2M3GJDDETIOKS,0
How long are the power cable(s) and the 3.5mm cable?,Logitech Z200 Multimedia Speakers/PC Speakers - Midnight Black,https://www.amazon.co.uk/ask/questions/Tx2Z7WPAOZ5S1KH,0
Would I be able to connect these to a TV/Tablet?,Logitech Z200 Multimedia Speakers/PC Speakers - Midnight Black,https://www.amazon.co.uk/ask/questions/Tx28CBZZV211GTR,0
Is the white plastic section at the back of the speaker (the stand) removeable?,Logitech Z200 Multimedia Speakers/PC Speakers - Midnight Black,https://www.amazon.co.uk/ask/questions/TxT8PNQIC7ZXJT,0
what vertical height are they when resting on their brackets?,Logitech Z200 Multimedia Speakers/PC Speakers - Midnight Black,https://www.amazon.co.uk/ask/questions/Tx3I5JFGTCK3SWH,0
are these compatible with a 27 inch dell monitor?,Logitech Z200 Multimedia Speakers/PC Speakers - Midnight Black,https://www.amazon.co.uk/ask/questions/Tx258X9WX3X45KP,0
Do i have connect my phone to both of the speakers,Logitech Z200 Multimedia Speakers/PC Speakers - Midnight Black,https://www.amazon.co.uk/ask/questions/Tx1DX6HTIRNV6ZR,0
Would these work with a turntable if I were using a pre-amp with the turntable and connecting to these speakers via the aux in?,Logitech Z200 Multimedia Speakers/PC Speakers - Midnight Black,https://www.amazon.co.uk/ask/questions/Tx3TLXX84GBCD9E,0
Does this fit with a nikon d750 and a nikon speed light sb-800 flash?,Rayflash Universal Long Ringflash Adapter,https://www.amazon.co.uk/ask/questions/TxV1NSFUN2U42N,0
I'm wanting to use this product as a card onto which I will add decorative card. is it strong enough to take the weight without buckling?,A4 Acetate - 5 sheets per pack 140 micron - UKCC0001,https://www.amazon.co.uk/ask/questions/Tx12WF7TR75UP9C,0
Does the 20 characters per line include spaces?,Engraved Landscape Wooden Photo Frame 5x7 - Personalised Gift,https://www.amazon.co.uk/ask/questions/Tx3JNUPGP33J68O,0
Does the bad stay up on its own when empty?,Extra Large and Wide soft squashy collapsible bag for linen laundrywashing and toy storage. Light grey and cream design,https://www.amazon.co.uk/ask/questions/Tx3KZ5DW8R89VYX,0
I am considering buying this photo frame for my mum but she does not have wifi.  Will she still be able to view the photos?,nixplay 8-Inch Wi-Fi Cloud Digital Photo Frame,https://www.amazon.co.uk/ask/questions/Tx3Q64UJGF4D9MF,0
Do you have the 84% 8g sachets?,Boveda One Step EZ Humidor Seasoning Packet - 84% RH,https://www.amazon.co.uk/ask/questions/Tx3O1Y9SJLO1J9K,0
Can this be to lighten very dark dyed hair?  Thanks,Bblonde Lightening Spray Permanent Lightener Gradually Lifts In 3+ Applications Pack Of 1,https://www.amazon.co.uk/ask/questions/Tx2JF6PVIHH0P47,0
Looking for a replacement head for the pro skin series 3 3080. Will this fit?,Braun Part 32B Shaver Replacement Black,https://www.amazon.co.uk/ask/questions/Tx2YDM4US4PIRB6,0
can you sit on this ??,(BTM)2014 UPDATED 1000W (PEAK OUTPUT 2500W) 99speeds 3 Programmes 10mm Amplitude. Burn upto 350 calories in 10 minutes Max user weight 170KG Vibration OSCILLATING Plate Massager,https://www.amazon.co.uk/ask/questions/Tx3COPXRXABEBGU,0
I have a Vibration Plate with handles for support - But it stops you doing press ups or lying on it. Does this machine cause problems with balance?,(BTM)2014 UPDATED 1000W (PEAK OUTPUT 2500W) 99speeds 3 Programmes 10mm Amplitude. Burn upto 350 calories in 10 minutes Max user weight 170KG Vibration OSCILLATING Plate Massager,https://www.amazon.co.uk/ask/questions/Tx1DN7G5JN1KWGI,0
This is a vocal mic. Is it any good for micing up an electric guitar amp?,Shure SM58 Dynamic Vocal Microphone with Case,https://www.amazon.co.uk/ask/questions/TxAI3B4NLLGNN5,0
Please someone tell me how I can cut this tape more easily.  I used scissors and the tape stuck to it and couldn't cut cleanly.,Mammoth Powerful Grip Tape - Re-enforced double-sided tape - 25mm x 2.5m - Clear,https://www.amazon.co.uk/ask/questions/Tx6NXJV43Y9LBY,0
are the sides fabric or pu/faux leather like the top please?,Large Faux Leather Ottoman Folding Storage Pouffe Toy Box Foot Stool Seat Single in Black,https://www.amazon.co.uk/ask/questions/Tx3PFFRG86YJSRA,0
what are dimensions,Lead Acid Battery 6V 4AH/20HR BAT-LEAD-07,https://www.amazon.co.uk/ask/questions/Tx2V05J4HGZZB00,0
can i use in figure skates,FootActive SPORTS Insoles L - 9/10.5 UK,https://www.amazon.co.uk/ask/questions/Tx25RWA6T6VDDAB,0
How much clearance is required from the front face of the TV to the wall that will allow this mount to work?,TV Kinect Mount - Officially Licensed (Xbox One),https://www.amazon.co.uk/ask/questions/Tx38V1DZXYFCNN6,0
How do you stop/start and adjust the flow with this shower?,Bristan CAP2 SHXAR C Capri Thermostatic Single Control Mini Valve - Chrome,https://www.amazon.co.uk/ask/questions/Tx36WD9RBYJHTEY,0
It says double is it big enough for 2?,Single 1 Seater Futon Mattress Multi Layer Tufted Futon Mattress. 100% Cotton Twill Cover Turquoise,https://www.amazon.co.uk/ask/questions/Tx18YMZUQRLU9BB,0
mats needed for disabled person - do they slip if on carpet,MEDIUM EXTRA LARGE LONG NARROW BROWN / BLACK HEAVY DUTY STRONG NON SLIP HEAVY DUTY RUG BARRIER MAT DOOR OFFICE KITCHEN UTILITY CARPET (60 X 180 CMS),https://www.amazon.co.uk/ask/questions/Tx3T0OUBQDP6DDT,0
My hair is dark reddish dark brown would be too dark would medium look ok?,Color Wow Root Cover Up Light Brown 3.1g 0.1 oz,https://www.amazon.co.uk/ask/questions/TxOJYJYKBRMUEJ,0
can this phone receive and send emails,Nokia 106 Mobile Phone - Black,https://www.amazon.co.uk/ask/questions/Tx2CYDJ9LBN3WEJ,0
Is this phone 3G,Nokia 106 Mobile Phone - Black,https://www.amazon.co.uk/ask/questions/Tx1GSXD33X9AE99,0
"Q: Can I use my O2 ""Pay as You Go"" Sim card in this Nokia phone?",Nokia 106 Mobile Phone - Black,https://www.amazon.co.uk/ask/questions/Tx2YM0WDBVDX683,0
Will the Nokia 106 operate using the Orange network?,Nokia 106 Mobile Phone - Black,https://www.amazon.co.uk/ask/questions/Tx1QLPE3L04PQ12,0
can i put own longer wireing on this item,PowerSave 10w=100w LED Motion Sensor PIR Security Light ~ A Rated Energy Saving,https://www.amazon.co.uk/ask/questions/Tx6OK2RTFCG12W,0
Sorry to be a bit thick but do you have to have a contract with Samsung (like a phone contract) to access the internet?,Samsung Galaxy Tab3 Kids 7-inch Tablet,https://www.amazon.co.uk/ask/questions/Tx1C6KLWTQHCUV2,0
whats the difference between this white one and the black one is it just the colour or is there any thing else different,Samsung Galaxy Note 10.1-inch Tablet (White) - (Quad Core 1.9GHz Processor 3GB RAM 16GB Storage WLAN BT 2x Camera Android 4.1 Jelly Bean) (New Edition for 2014),https://www.amazon.co.uk/ask/questions/Tx2A733EEUJUND4,0
Does this tablet have 3G?,Samsung Galaxy Note 10.1-inch Tablet (White) - (Quad Core 1.9GHz Processor 3GB RAM 16GB Storage WLAN BT 2x Camera Android 4.1 Jelly Bean) (New Edition for 2014),https://www.amazon.co.uk/ask/questions/Tx2XNBAGUBDBBIV,0
